,id,code,label
735,735,"FileAST Typedef ll long Decl maxn int 1000010 Decl ArrayDecl s char maxn Decl ArrayDecl ArrayDecl C ll maxn 2 Decl ArrayDecl Hash ll maxn Decl seed int 13 Decl FuncDecl ParamList Decl x int lowbit int Decl FuncDecl init void Decl len int Decl FuncDecl ParamList Decl i int Decl pos int Decl data ll update void FuncDef Decl FuncDecl ParamList Decl i int Decl pos int get ll Compound Decl ans ll 0 While pos Compound += ans ArrayRef ArrayRef c i pos -= pos FuncCall lowbit ExprList pos End Return ans End FuncDef Decl FuncDecl ParamList Decl i int Decl l int Decl r int gethash ll Compound Return - FuncCall get ExprList i r FuncCall get ExprList i - l 1 End FuncDef Decl FuncDecl main int Compound FuncCall init While ~ FuncCall scanf ExprList ""%s"" + s 1 Compound FuncCall memset ExprList c 0 sizeof c Decl t int >> cin t = len FuncCall strlen ExprList + s 1 For DeclList Decl i int 1 <= i len ++ i Compound FuncCall update ExprList 0 i * - ArrayRef s i 'a' ArrayRef hash i FuncCall update ExprList 1 - + len 1 i * - ArrayRef s i 'a' ArrayRef hash - + len 1 i End While -- t Compound Decl c char FuncCall getchar FuncCall scanf ExprList ""%c"" & c If == c 'C' Compound Decl ArrayDecl b char 5 Decl a int FuncCall scanf ExprList ""%d%s"" & a b FuncCall update ExprList 0 a * - - ArrayRef s a 'a' ArrayRef hash a FuncCall update ExprList 0 a * - ArrayRef b 0 'a' ArrayRef hash a FuncCall update ExprList 1 - + len 1 a * - - ArrayRef s a 'a' ArrayRef hash - + len 1 a FuncCall update ExprList 1 - + len 1 a * - ArrayRef b 0 'a' ArrayRef hash - + len 1 a = ArrayRef s a ArrayRef b 0 End Compound Decl l int Decl r int FuncCall scanf ExprList ""%d%d"" & l & r If == * FuncCall gethash ExprList 0 l r ArrayRef hash - len l * FuncCall gethash ExprList 1 - + len 1 r - + len 1 l ArrayRef hash - r 1 FuncCall puts ExprList ""yes"" FuncCall puts ExprList ""no"" End End End Return 0 End",1
290,290,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl m int While >> >> cin n m Compound Decl i int Decl j int << cout ""+"" << << cout ""+"" endl For = i 1 <= i m ++ i Compound << cout ""|"" For = j 1 <= j n ++ j << cout "" "" << << cout ""|"" endl End << cout ""+"" << << cout ""+"" endl << cout endl End Return 0 End",0
651,651,"FileAST Decl n int Decl ArrayDecl a int 35 Decl ArrayDecl ans int 110 Decl num int Decl FuncDecl ParamList Decl x int find int Decl FuncDecl ParamList Decl pos int change void Decl FuncDecl solve void FuncDef Decl FuncDecl main int Compound Decl t int Decl cas int 1 FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d"" & n For DeclList Decl i int 1 <= i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall solve FuncCall printf ExprList ""%d %d"" ++ cas num FuncCall puts ExprList """" End Return 0 End",1
783,783,,1
972,972,,1
242,242,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl a int 5 Decl ArrayDecl b int 5 Decl ArrayDecl c int 5 Decl ArrayDecl sum int 5 Decl i int For = i 0 < i 5 ++ i FuncCall printf ExprList ""%d\n"" ArrayRef sum i Return 0 End",0
815,815,,1
886,886,,1
881,881,,1
585,585,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int 0 Decl x int 0 Decl y int 0 Decl total int 0 Decl ArrayDecl ArrayDecl Matrix int 100 100 InitList InitList 0 InitList 0 FuncCall scanf ExprList ""%d"" & n For DeclList Decl k int 0 < k n ++ k Compound FuncCall scanf ExprList ""%d %d"" & x & y For DeclList Decl i int 0 < i x ++ i For DeclList Decl j int 0 < j y ++ j Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef matrix i j If || == i 0 == i - x 1 += total ArrayRef ArrayRef matrix i j If || == j 0 == j - y 1 += total ArrayRef ArrayRef matrix i j End FuncCall printf ExprList ""%d\n"" total = total 0 End Return 0 End",1
775,775,,1
957,957,,1
717,717,"FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl i int Decl sum int 0 Decl m int 0 FuncCall scanf ExprList ""%d%d%d"" & year & month & day If || && == % year 4 0 != % year 100 0 == % year 400 0 Compound Decl ArrayDecl M int 13 = ArrayRef m 1 = ArrayRef m 3 = ArrayRef m 5 = ArrayRef m 7 = ArrayRef m 8 = ArrayRef m 10 = ArrayRef m 12 31 = ArrayRef m 4 = ArrayRef m 6 = ArrayRef m 9 = ArrayRef m 11 30 = ArrayRef m 2 29 = ArrayRef m 0 0 For = i 0 < i month ++ i Compound = m + m ArrayRef m i End = sum + m day End Compound Decl ArrayDecl N int 13 = ArrayRef n 1 = ArrayRef n 3 = ArrayRef n 5 = ArrayRef n 7 = ArrayRef n 8 = ArrayRef n 10 = ArrayRef n 12 31 = ArrayRef n 4 = ArrayRef n 6 = ArrayRef n 9 = ArrayRef n 11 30 = ArrayRef n 2 28 = ArrayRef n 0 0 = sum + m day End FuncCall printf ExprList ""%d"" sum Return 0 End",1
580,580,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl l int Decl ArrayDecl ArrayDecl b int 101 101 Decl ArrayDecl sum int 1000 >> cin k For = l 1 <= l k ++ l Compound >> >> cin m n For = i 1 <= i m ++ i Compound For = j 1 <= j n ++ j Compound >> cin ArrayRef ArrayRef b i j End End = ArrayRef sum l 0 For = j 1 <= j n ++ j += ArrayRef sum l ArrayRef ArrayRef b 1 j For = j 1 <= j n ++ j += ArrayRef sum l ArrayRef ArrayRef b m j For = i 2 < i m ++ i += ArrayRef sum l ArrayRef ArrayRef b i 1 For = i 2 < i m ++ i += ArrayRef sum l ArrayRef ArrayRef b i n End If == k 1 << cout ArrayRef sum 1 Compound << cout ArrayRef sum 1 End Return 0 End,1
665,665,"FileAST Decl MAXN int 35 FuncDef Decl FuncDecl main int Compound Decl ArrayDecl s char 100 Decl ArrayDecl total int maxn Decl ArrayDecl ArrayDecl word int 100 maxn FuncCall memset ExprList total 0 sizeof total Decl max_t int ArrayRef total 0 FuncCall memset ExprList word 0 sizeof word For DeclList Decl i int 0 <= i 25 ++ i Compound If == i 0 FuncCall printf ExprList ""%c"" + i 'A' FuncCall printf ExprList "" %c"" + i 'A' End FuncCall printf ExprList ""\n"" End",1
251,251,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl year int Decl month int Decl day int FuncCall scanf ExprList ""%d%d%d"" & year & month & day Decl n int 0 Decl ArrayDecl days int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl i int For = i 0 < i month ++ i Compound = n + ArrayRef days i n End = n + day n If || && == % year 100 0 == % year 400 0 && != % year 100 0 == % year 4 0 ++ n FuncCall printf ExprList ""%d\n"" n Return 0 End",0
371,371,FileAST Typedef ll long Decl maxn int 50000 Decl ArrayDecl a ll maxn FuncDef Decl FuncDecl init void Compound = ArrayRef a 0 1 = ArrayRef a 1 2 = ArrayRef a 2 4 = ArrayRef a 3 8 For DeclList Decl i int 1 < i maxn ++ i Compound = ArrayRef a i + - * i i i 2 End End Decl FuncDecl main int,0
390,390,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl j int Decl i int Decl l int Decl p int Decl q int Decl k int Decl m int Decl n int Decl sum int >> cin k For = i 0 < i k ++ i Compound = sum 0 >> >> cin m n For = j 1 <= j m ++ j Compound For = l 1 <= l n ++ l >> cin ArrayRef ArrayRef a j l End For = p 1 <= p n ++ p Compound = sum + + sum ArrayRef ArrayRef a 1 p ArrayRef ArrayRef a m p End For = q 2 < q m ++ q Compound = sum + + sum ArrayRef ArrayRef a q 1 ArrayRef ArrayRef a q n End << << cout sum endl End Return 0 End,0
172,172,FileAST Typedef LL long Decl N int 65 Decl mod int 1000000007 Decl ArrayDecl ArrayDecl ArrayDecl dp int n n n Decl ArrayDecl p2 int * n n Decl ArrayDecl ArrayDecl pp int n n Decl ArrayDecl ArrayDecl C int n n FuncDef Decl FuncDecl init void Compound = ArrayRef p2 0 1 For DeclList Decl i int 0 < i n ++ i Compound = ArrayRef ArrayRef pp i 0 1 For DeclList Decl j int 1 < j n ++ j Compound = ArrayRef ArrayRef pp i j % * * 1LL ArrayRef ArrayRef pp i - j 1 - ArrayRef p2 i 1 mod End End = ArrayRef ArrayRef ArrayRef dp 1 1 1 1 End Decl FuncDecl main int,0
1029,1029,,1
20,20,FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl date int Decl day int 0 >> >> >> cin year month date If || == % year 400 0 && == % year 4 0 != % year 100 0 Compound Decl ArrayDecl a int 13 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 For DeclList Decl i int 1 <= i - month 1 ++ i Compound += day ArrayRef a i End += day date End Compound Decl ArrayDecl b int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 += day date End << << cout day endl Return 0 End,0
606,606,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl sum int >> cin k While > k 0 Compound >> >> cin m n If && > m 1 > n 1 Compound = sum 0 For = i 0 < i m ++ i Compound += sum * * + a i += sum * - + * + a i n 1 End = sum - - - - sum * * a * - + * - + a m 1 n 1 * - + * a n 1 * * - + a m 1 << << cout sum endl End If && == m 1 == n 1 Compound = sum 0 = sum * * a << << cout sum endl End If && == m 1 > n 1 Compound = sum 0 << << cout sum endl End If && == n 1 > m 1 Compound = sum 0 << << cout sum endl End -- k End End,1
350,350,"FileAST FuncDef Decl FuncDecl main int Compound Decl i int Decl k int Decl row int Decl col int Decl ROW int Decl ArrayDecl ArrayDecl sz int 100 100 Decl COL int Decl ArrayDecl sum int 100 FuncCall scanf ExprList ""%d"" & k For = i 0 < i k ++ i Compound = ArrayRef sum i 0 End FuncCall scanf ExprList ""%d"" & k Return 0 End",0
279,279,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl l int Decl m int Decl n int Decl i int Decl j int Decl s1 int Decl s2 int Decl s3 int Decl s4 int Decl s int Decl ArrayDecl ArrayDecl sz int 100 100 FuncCall scanf ExprList ""%d"" & k Decl PtrDecl sf int Cast Typename PtrDecl TypeDecl int FuncCall malloc ExprList * sizeof Typename TypeDecl int k For = l 0 < l k ++ l Compound FuncCall printf ExprList ""%d\n"" ArrayRef sf l End Return 0 End",0
969,969,,1
223,223,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl n int Decl m int While >> >> cin n m Compound If && == m 0 == n 0 Break Decl ArrayDecl a int 101 = ArrayRef a n m FuncCall sort ExprList a + + a n 1 For DeclList Decl i int 0 < i + n 1 ++ i Compound If > i 0 Compound << cout "" "" End << cout ArrayRef a i End << cout endl End Return 0 End",0
569,569,FileAST FuncDef Decl FuncDecl main int Compound Decl x int Decl y int Decl i int Decl j int Decl flag int 1 >> >> cin x y Decl ArrayDecl a int x Decl ArrayDecl b int y = ArrayRef a 0 x = ArrayRef b 0 y For = i 1 <= i x ++ i = ArrayRef a i 0 Return 0 End,1
126,126,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl c int Decl d int Decl ArrayDecl f int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d%d%d"" & a & b & c Decl sum int 0 Decl i int For = i 0 < i - b 1 ++ i Compound = sum + sum ArrayRef f i End If || && == % a 4 0 != % a 100 0 == % a 400 0 Compound If < b 3 Compound = d + sum c End Compound = d + + sum 1 c End End Compound = d + sum c End FuncCall printf ExprList ""%d"" d Return 0 End",0
298,298,FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int juzhen int Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl s int 0 Decl i int Decl j int For = i 1 <= i n ++ i += s ArrayRef ArrayRef a 1 i Return s End Decl FuncDecl main int,0
913,913,,1
1013,1013,,1
994,994,,1
762,762,,1
6,6,FileAST Decl ArrayDecl f int 34 Decl ArrayDecl vis int 34 Decl FuncDecl init void FuncDef Decl FuncDecl main int Compound Decl n int Decl m int >> cin n FuncCall init While -- n Compound >> cin m FuncCall memset ExprList vis 0 sizeof vis Decl ans int 0 For DeclList Decl i int 2 <= i 29 ++ i Compound += ans * ArrayRef vis i ArrayRef f - i 1 End << << cout ans endl End Return 0 End,0
898,898,,1
869,869,,1
113,113,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl a int Decl b int Decl m int Decl i int Decl ArrayDecl x char 100 Decl ArrayDecl y char 100 While != FuncCall scanf ExprList ""%d"" & n eof Compound While -- n Compound FuncCall scanf ExprList ""%s%s"" x y = a FuncCall strlen ExprList x = m / a 2 = b FuncCall strlen ExprList y For = i m < i a ++ i FuncCall printf ExprList ""%c"" ArrayRef x i FuncCall printf ExprList ""\n"" End End Return 0 End",0
206,206,"FileAST Decl ArrayDecl a int 100005 Decl ArrayDecl b int 100005 FuncDef Decl FuncDecl main int Compound Decl n int While >> cin n Compound Decl flag int 1 FuncCall memset ExprList a 0 sizeof a FuncCall memset ExprList b 0 sizeof b Decl ans int 0 For DeclList Decl i int 0 < i n ++ i ^= ArrayRef a i ans FuncCall sort ExprList a + a n FuncCall sort ExprList b + b n If flag << << cout ans endl << << cout ""-1"" endl End Return 0 End",0
199,199,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl n int Decl m int Decl sum int 0 Decl i int Decl j int Decl p int Decl ArrayDecl ArrayDecl a int 100 100 >> cin k While > k 0 Compound >> >> cin m n If && == n 1 == m 1 Compound << << cout ArrayRef ArrayRef a 0 0 endl End If && == n 1 > m 1 Compound For = i 0 < i m ++ i Compound += sum ArrayRef ArrayRef a i 0 End << << cout sum endl = sum 0 End If && > n 1 == m 1 Compound << << cout sum endl = sum 0 End Compound -= sum + + + ArrayRef ArrayRef a 0 0 ArrayRef ArrayRef a 0 - n 1 ArrayRef ArrayRef a - m 1 0 ArrayRef ArrayRef a - m 1 - n 1 << << cout sum endl End = sum 0 -- k End End,0
491,491,"FileAST Typedef ll long Typedef ull unsigned Decl N int + 200000 10 Decl ArrayDecl a int n Decl ArrayDecl MAX int 3 Decl ArrayDecl MAXN int 3 Decl FuncDecl read int FuncDef Decl FuncDecl main int Compound Decl t int Decl n int Decl m int Decl k int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d%d%d"" & n & m & k For DeclList Decl i int 1 <= i n ++ i Compound FuncCall scanf ExprList ""%d"" & ArrayRef a i End Decl num int 0 Decl r int 0 Decl ans ll 0 FuncCall printf ExprList ""%lld\n"" ans End Return 0 End",0
955,955,,1
832,832,,1
17,17,"FileAST Decl MAXN int + 20000 5 Decl ArrayDecl cow int maxn FuncDef Decl FuncDecl main int Compound Decl n int Decl s int FuncCall scanf ExprList ""%d%d"" & n & s FuncCall sort ExprList cow + cow n Decl sum int 0 For DeclList Decl i int 0 < i n ++ i += sum - FuncCall upper_bound ExprList + + cow i 1 + cow n - s ArrayRef cow i + + cow i 1 FuncCall printf ExprList ""%d\n"" sum End",0
630,630,"FileAST Typedef ll long Decl maxn int 123456 Decl ArrayDecl p int 8 Decl ArrayDecl ArrayDecl sx int 6 maxn Decl ArrayDecl ArrayDecl sy int 6 maxn Decl ArrayDecl ArrayDecl dp int 150 123 Decl ArrayDecl op_s int 123 Decl ArrayDecl op_t int 123 Decl ArrayDecl ArrayDecl id int 6 150 Decl FuncDecl init void Decl FuncDecl ParamList Decl ArrayDecl a int Cantor int Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int Decl ArrayDecl c int cal void Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int cal2 void FuncDef Decl FuncDecl main int Compound FuncCall init Decl n int Decl m int While ~ FuncCall scanf ExprList ""%d%d"" & n & m Compound Decl ArrayDecl a int 6 Decl ArrayDecl b int 6 For DeclList Decl i int 1 <= i m ++ i Compound FuncCall scanf ExprList ""%d%d"" & ArrayRef op_s i & ArrayRef op_t i End FuncCall memset ExprList dp 0x3f sizeof dp Decl x int Decl s int Decl t int = x FuncCall cantor ExprList a = ArrayRef ArrayRef dp 0 x 0 Decl ans int ArrayRef ArrayRef dp m 1 If == ans 0x3f3f3f3f = ans - 1 FuncCall printf ExprList ""%d\n"" ans End Return 0 End",1
529,529,FileAST FuncDef Decl FuncDecl main int Compound Decl x int Decl y int Decl ArrayDecl a int 10 Decl ArrayDecl b int 10 Decl i int Decl j int Decl max int >> >> cin x y = ArrayRef a 0 x = ArrayRef b 0 y For = i 1 < i 10 ++ i Compound = ArrayRef a i / ArrayRef a - i 1 2 = ArrayRef b i / ArrayRef b - i 1 2 End << << cout max endl Return 0 End,1
1028,1028,,1
522,522,"FileAST Typedef ll long Decl eps double 1e-9 Decl mod ll 998244353 Decl g ll 3 FuncDef Decl FuncDecl ParamList Decl a ll Decl n ll Pow ll Compound Decl ans ll 1 While n Compound If & n 1 = ans % * ans a mod >>= n 1 = a % * a a mod End Return ans End Decl ArrayDecl A ll << 1 20 Decl ArrayDecl B ll << 1 20 Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int rader void Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int Decl on int ntt void Decl n int Decl m int Decl FuncDecl Conv void FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d%d"" & n & m FuncCall conv For DeclList Decl i int 0 <= i + n m ++ i Compound FuncCall printf ExprList ""%lld "" ArrayRef a i End FuncCall puts ExprList """" Return 0 End",0
13,13,FileAST FuncDef Decl FuncDecl main int Compound Decl m int Decl n int Decl i int 1 Decl j int Decl ArrayDecl ArrayDecl a int 101 101 Decl s int Decl k int Decl sum1 int Decl sum2 int Decl sum3 int Decl sum4 int Decl sum int >> cin s While <= i s Compound = sum1 0 = sum2 0 = sum3 0 = sum4 0 >> cin m >> cin n For = j 0 < j n ++ j += sum2 ArrayRef ArrayRef a - m 1 j = sum + + + sum1 sum2 sum3 sum4 << << cout - - - - sum ArrayRef ArrayRef a 0 0 ArrayRef ArrayRef a 0 - n 1 ArrayRef ArrayRef a - m 1 0 ArrayRef ArrayRef a - m 1 - n 1 endl ++ i End Return 0 End,0
81,81,FileAST FuncDef Decl FuncDecl main int Compound Decl k int 0 Decl ArrayDecl ArrayDecl juzhen int 100 100 Decl m int 0 Decl n int 0 >> cin k While > k 0 Compound = m 0 = n 0 FuncCall memset ExprList juzhen 0 sizeof juzhen >> >> cin m n Decl i int 0 Decl j int 0 Decl sum int 0 For = i 0 <= i - m 1 ++ i Compound For = j 0 <= j - n 1 ++ j Compound >> cin ArrayRef ArrayRef juzhen i j End End << << cout sum endl -- k End Return 0 End,0
410,410,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl i int Decl c int Decl days int Decl ArrayDecl m int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d%d%d"" & a & b & c = days 0 If || && == % a 4 0 != % a 100 0 == % a 400 0 Compound = ArrayRef m 2 29 FuncCall printf ExprList ""%d\n"" + days c End Compound For = i 0 < i b ++ i Compound += days ArrayRef m i End FuncCall printf ExprList ""%d\n"" + days c End Return 0 End",0
891,891,,1
72,72,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl a int 200 200 Decl t int Decl n int Decl m int Decl i int Decl j int Decl s int Decl PtrDecl ArrayDecl p int 200 FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d%d"" & n & m = p a = s 0 For = i 0 < i m ++ i = s + s * + * p i If > n 1 If > m 1 FuncCall printf ExprList ""%d\n"" s End End",0
207,207,"FileAST FuncDef Decl FuncDecl main int Compound Decl FuncDecl jvzhen int Decl n int Decl i int Decl a int FuncCall scanf ExprList ""%d"" & n For = i 1 <= i n ++ i Compound = a FuncCall jvzhen FuncCall printf ExprList ""%d\n"" a End Return 0 End Decl FuncDecl jvzhen int",0
586,586,FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl m int Decl n int Decl i int Decl j int Decl k int Decl ArrayDecl ArrayDecl b int 100 100 Decl sum int 0 >> cin a For = k 0 < k a ++ k Compound = sum 0 >> >> cin m n EmptyStatement For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin ArrayRef ArrayRef b i j For = i 0 < i m ++ i += sum + * * + b i * - + * + b i n 1 For = i 1 < i - n 1 ++ i += sum + * + * b i * + * - + b m 1 i << << cout sum endl End Return 0 End,1
468,468,FileAST FuncDef Decl FuncDecl main int Compound Decl max int 100 Decl num int >> cin num While -- num Compound Decl m int Decl n int >> >> cin m n Decl ArrayDecl ArrayDecl a int max max Decl i int Decl j int Decl sum int 0 For = i 1 < i - m 1 ++ i Compound If == n 1 Compound += sum ArrayRef ArrayRef a i 0 End Compound += sum ArrayRef ArrayRef a i 0 += sum ArrayRef ArrayRef a i - n 1 End End << << cout sum endl End Return 0 End,0
726,726,FileAST FuncDef Decl FuncDecl main int Compound Decl group int 0 Decl row int 0 Decl col int 0 Decl ArrayDecl ArrayDecl a int 101 101 Decl PtrDecl ArrayDecl p int 101 Decl i int Decl j int Decl sum int 0 = p a >> cin group While -- group Compound >> >> cin row col = sum 0 If && == row 1 == col 1 = sum * * p Compound For = i 0 < i col ++ i Compound += sum * + * p i If > row 1 += sum * + * - + p row 1 i End End << << cout sum endl End End,1
71,71,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl k int Decl m int Decl i int Decl a int 0 Decl b int 0 Decl c int 0 Decl d int 0 Decl e int 0 Decl ArrayDecl ArrayDecl sz int 100 100 FuncCall scanf ExprList ""%d"" & k For DeclList Decl l int 1 <= l k ++ l Compound FuncCall scanf ExprList ""%d %d"" & m & n For = i 0 < i m ++ i Compound For DeclList Decl j int 0 < j n ++ j Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz i j End End For = i 0 < i m ++ i Compound += a ArrayRef ArrayRef sz i 0 += b ArrayRef ArrayRef sz i - n 1 End For DeclList Decl j int 0 < j n ++ j Compound += c ArrayRef ArrayRef sz 0 j += d ArrayRef ArrayRef sz - m 1 j End = e - - - - + + + a b c d ArrayRef ArrayRef sz 0 0 ArrayRef ArrayRef sz 0 - n 1 ArrayRef ArrayRef sz - m 1 0 ArrayRef ArrayRef sz - m 1 - n 1 FuncCall printf ExprList ""%d\n"" e = e 0 = a 0 = b 0 = c 0 = d 0 End Return 0 End",0
